,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,prediction
1057,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no,0.0
1058,49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no,1.0
1059,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes,1.0
1060,57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915,1,-1,0,unknown,no,1.0
1061,42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no,0.0
1062,36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no,0.0
1063,75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,no,1.0
1064,38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no,0.0
1065,40,blue-collar,married,primary,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no,0.0
1066,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes,1.0
1067,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no,1.0
1068,29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no,1.0
1069,28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no,0.0
1070,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no,1.0
1071,51,admin.,divorced,secondary,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no,0.0
1072,32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other,no,0.0
1073,36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes,1.0
1074,38,entrepreneur,married,secondary,no,157,no,yes,cellular,15,may,57,11,366,1,other,no,1.0
1075,49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no,1.0
1076,42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no,1.0
1077,43,blue-collar,married,primary,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no,1.0
1078,34,blue-collar,married,secondary,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no,0.0
1079,59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes,1.0
1080,35,unknown,married,primary,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no,0.0
1081,33,blue-collar,single,secondary,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no,0.0
1082,34,admin.,single,secondary,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no,1.0
1083,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes,0.0
1084,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no,1.0
1085,77,retired,married,tertiary,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes,1.0
1086,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no,0.0
1087,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no,1.0
1088,56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes,1.0
1089,49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no,1.0
1090,73,retired,married,primary,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no,1.0
1091,39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no,1.0
1092,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no,1.0
1093,32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no,1.0
1094,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes,1.0
1095,45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no,0.0
1096,32,blue-collar,married,secondary,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no,0.0
1097,31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes,1.0
1098,49,self-employed,married,secondary,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no,1.0
1099,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,no,1.0
1100,55,technician,married,secondary,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown,no,0.0
1101,30,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no,1.0
1102,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes,1.0
1103,39,technician,married,tertiary,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no,0.0
1104,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no,0.0
1105,33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no,0.0
1106,36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes,1.0
1107,31,technician,single,secondary,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no,1.0
1108,36,technician,married,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no,1.0
1109,38,technician,single,tertiary,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no,0.0
1110,33,unknown,married,secondary,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no,1.0
1111,40,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no,0.0
1112,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes,1.0
1113,39,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no,0.0
1114,33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no,0.0
1115,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes,0.0
1116,38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no,1.0
1117,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes,1.0
1118,55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no,0.0
1119,38,technician,single,tertiary,no,744,yes,no,cellular,14,may,283,1,288,12,other,no,1.0
1120,48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,no,1.0
1121,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no,1.0
1122,44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no,0.0
1123,57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no,1.0
1124,29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no,1.0
1125,31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no,0.0
1126,35,technician,single,tertiary,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no,1.0
1127,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no,0.0
1128,35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no,0.0
1129,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no,0.0
1130,39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no,1.0
1131,43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no,0.0
1132,44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no,1.0
1133,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes,1.0
1134,40,technician,married,secondary,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no,1.0
1135,33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no,0.0
1136,46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no,0.0
1137,27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no,0.0
1138,26,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no,0.0
1139,41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no,1.0
1140,34,technician,married,tertiary,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no,0.0
1141,39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no,0.0
1142,27,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no,1.0
1143,31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no,0.0
1144,44,unemployed,single,secondary,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no,1.0
1145,55,retired,married,tertiary,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no,1.0
1146,51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no,0.0
1147,50,management,married,tertiary,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no,0.0
1148,30,services,married,secondary,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no,1.0
1149,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes,1.0
1150,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no,0.0
1151,56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no,1.0
1152,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes,1.0
1153,30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no,1.0
1154,36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no,1.0
1155,40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no,1.0
1156,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no,1.0
1157,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes,0.0
1158,45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no,1.0
1159,34,unemployed,single,secondary,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no,0.0
1160,27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no,1.0
1161,30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no,0.0
1162,32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no,0.0
1163,46,housemaid,married,primary,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no,0.0
1164,29,self-employed,married,tertiary,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no,0.0
1165,53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no,0.0
1166,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no,1.0
1167,49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no,1.0
1168,35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no,1.0
1169,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no,1.0
1170,39,entrepreneur,married,primary,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no,0.0
1171,34,technician,single,secondary,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no,1.0
1172,42,blue-collar,married,primary,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no,0.0
1173,35,blue-collar,single,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no,1.0
1174,60,admin.,married,secondary,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no,1.0
1175,57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no,1.0
1176,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no,1.0
1177,29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no,1.0
1178,41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no,0.0
1179,46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no,1.0
1180,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes,1.0
1181,32,blue-collar,single,secondary,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no,1.0
1182,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes,1.0
1183,37,services,married,secondary,no,4760,yes,no,cellular,8,may,182,2,169,2,failure,no,0.0
1184,32,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown,no,1.0
1185,43,management,married,tertiary,no,690,yes,no,cellular,6,aug,171,3,-1,0,unknown,no,0.0
1186,50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no,0.0
1187,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,no,1.0
1188,31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,unknown,no,1.0
1189,43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no,0.0
1190,49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,unknown,no,0.0
1191,22,student,single,unknown,no,47,no,no,cellular,3,jul,69,3,-1,0,unknown,no,0.0
1192,35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,unknown,no,0.0
1193,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no,0.0
1194,53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown,no,0.0
1195,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no,0.0
1196,32,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,failure,no,1.0
1197,41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,unknown,no,0.0
1198,40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,unknown,no,1.0
1199,33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,unknown,no,1.0
1200,33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,unknown,no,1.0
1201,34,blue-collar,married,secondary,no,3990,yes,no,cellular,24,jul,633,7,-1,0,unknown,no,1.0
1202,36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no,0.0
1203,34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no,1.0
1204,55,management,married,primary,no,229,no,yes,unknown,9,jun,175,3,-1,0,unknown,no,1.0
1205,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes,1.0
1206,29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no,1.0
1207,31,admin.,single,secondary,no,144,yes,no,unknown,4,jul,43,11,-1,0,unknown,no,0.0
1208,52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,unknown,no,0.0
1209,54,services,married,unknown,no,386,no,yes,cellular,19,nov,74,1,152,1,success,no,0.0
1210,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,no,1.0
1211,55,entrepreneur,married,secondary,no,204,no,no,cellular,14,jul,455,13,-1,0,unknown,no,1.0
1212,28,blue-collar,divorced,unknown,no,101,yes,no,unknown,28,may,126,4,-1,0,unknown,no,0.0
1213,45,unemployed,divorced,secondary,no,728,yes,yes,cellular,18,nov,107,1,-1,0,unknown,no,1.0
1214,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown,no,0.0
1215,51,management,married,tertiary,no,2934,yes,no,cellular,18,nov,727,4,-1,0,unknown,no,1.0
1216,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,no,1.0
1217,43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown,no,0.0
1218,34,management,married,tertiary,no,176,no,no,cellular,18,aug,61,4,-1,0,unknown,no,0.0
1219,36,blue-collar,married,primary,no,49,yes,no,cellular,15,may,232,2,365,5,other,no,1.0
1220,37,blue-collar,married,secondary,no,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no,1.0
1221,50,blue-collar,married,secondary,no,372,yes,no,telephone,11,may,21,1,-1,0,unknown,no,0.0
1222,42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,unknown,yes,0.0
1223,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no,1.0
1224,48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,no,1.0
1225,47,admin.,married,secondary,no,104,yes,yes,cellular,14,jul,77,2,-1,0,unknown,no,0.0
1226,40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,no,0.0
1227,37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure,no,1.0
1228,38,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,179,2,-1,0,unknown,no,0.0
1229,29,technician,single,tertiary,no,406,yes,no,cellular,17,jul,119,1,-1,0,unknown,no,1.0
1230,46,blue-collar,married,primary,no,2558,yes,no,telephone,20,nov,107,1,167,1,other,no,0.0
1231,26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,unknown,no,0.0
1232,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no,1.0
1233,42,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,430,2,-1,0,unknown,no,1.0
1234,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no,1.0
1235,31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no,1.0
1236,37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no,1.0
1237,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no,0.0
1238,54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,no,1.0
1239,70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no,1.0
1240,29,self-employed,single,secondary,no,3672,yes,yes,unknown,28,may,1210,1,-1,0,unknown,no,1.0
1241,50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,no,1.0
1242,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,no,0.0
1243,32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,unknown,no,0.0
1244,32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown,no,1.0
1245,34,self-employed,single,tertiary,no,876,yes,no,cellular,17,nov,145,2,-1,0,unknown,no,1.0
1246,48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,no,0.0
1247,25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,no,0.0
1248,32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure,no,1.0
1249,32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,unknown,no,0.0
1250,47,admin.,divorced,secondary,no,162,yes,no,unknown,9,may,203,4,-1,0,unknown,no,1.0
1251,32,technician,married,unknown,no,14533,no,no,cellular,31,dec,646,3,198,2,success,no,1.0
1252,49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes,1.0
1253,53,services,married,secondary,no,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,no,0.0
1254,41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,no,0.0
1255,47,management,divorced,tertiary,no,1149,no,yes,cellular,15,jul,82,2,-1,0,unknown,no,0.0
1256,35,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,no,1.0
1257,33,management,single,secondary,no,8004,no,no,cellular,19,nov,414,3,-1,0,unknown,no,0.0
1258,49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,285,5,-1,0,unknown,no,1.0
1259,46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,unknown,yes,1.0
1260,29,management,divorced,tertiary,no,415,yes,yes,unknown,28,may,449,4,-1,0,unknown,no,1.0
1261,58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no,0.0
1262,40,admin.,single,secondary,no,2378,yes,no,unknown,2,jun,65,1,-1,0,unknown,no,1.0
1263,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no,1.0
1264,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,no,0.0
1265,43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no,1.0
1266,50,blue-collar,married,primary,no,8139,yes,no,cellular,18,aug,256,6,-1,0,unknown,no,1.0
1267,33,blue-collar,married,secondary,no,249,yes,no,cellular,31,jul,61,4,-1,0,unknown,no,0.0
1268,37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,unknown,no,1.0
1269,55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,9,5,174,12,other,no,0.0
1270,45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown,no,1.0
1271,47,blue-collar,married,primary,no,3451,no,yes,cellular,21,nov,125,2,-1,0,unknown,no,0.0
1272,58,technician,married,secondary,no,116,no,no,unknown,16,jun,580,3,-1,0,unknown,no,1.0
1273,36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no,0.0
